ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
95834,12,2017,Gas- Commercial,Y,801,403042,503
95835,10,2017,Gas- Commercial,Y,0,0,NA
95835,11,2017,Gas- Commercial,Y,0,0,NA
95835,12,2017,Gas- Commercial,Y,0,0,NA
95836,10,2017,Gas- Commercial,Y,0,0,NA
95836,11,2017,Gas- Commercial,Y,0,0,NA
95836,12,2017,Gas- Commercial,Y,0,0,NA
95837,10,2017,Gas- Commercial,Y,0,0,NA
95837,11,2017,Gas- Commercial,Y,0,0,NA
95837,12,2017,Gas- Commercial,Y,0,0,NA
95838,10,2017,Gas- Commercial,Y,418,92499,221
95838,11,2017,Gas- Commercial,Y,420,162332,387
95838,12,2017,Gas- Commercial,Y,344,135165,393
95841,10,2017,Gas- Commercial,Y,722,123703,171
95841,11,2017,Gas- Commercial,N,313,65940,211
95841,12,2017,Gas- Commercial,N,314,115620,368
95842,10,2017,Gas- Commercial,Y,0,0,NA
95842,11,2017,Gas- Commercial,N,115,38922,338
95842,12,2017,Gas- Commercial,Y,0,0,NA
95843,10,2017,Gas- Commercial,N,101,21609,214
95843,11,2017,Gas- Commercial,N,101,27076,268
95843,12,2017,Gas- Commercial,N,100,40917,409
95864,10,2017,Gas- Commercial,N,129,30444,236
95864,11,2017,Gas- Commercial,Y,0,0,NA
95864,12,2017,Gas- Commercial,Y,0,0,NA
95901,10,2017,Gas- Commercial,Y,0,0,NA
95901,11,2017,Gas- Commercial,Y,771,143976,187
95901,12,2017,Gas- Commercial,N,415,133367,321
95903,10,2017,Gas- Commercial,Y,0,0,NA
95903,11,2017,Gas- Commercial,Y,0,0,NA
95903,12,2017,Gas- Commercial,Y,0,0,NA
95912,10,2017,Gas- Commercial,Y,0,0,NA
95912,11,2017,Gas- Commercial,Y,0,0,NA
95912,12,2017,Gas- Commercial,Y,0,0,NA
95917,10,2017,Gas- Commercial,Y,0,0,NA
95917,11,2017,Gas- Commercial,Y,0,0,NA
95917,12,2017,Gas- Commercial,Y,0,0,NA
95920,10,2017,Gas- Commercial,Y,0,0,NA
95920,11,2017,Gas- Commercial,Y,0,0,NA
95920,12,2017,Gas- Commercial,Y,0,0,NA
95926,10,2017,Gas- Commercial,Y,1908,174459,91
95926,11,2017,Gas- Commercial,Y,1420,163057,115
95926,12,2017,Gas- Commercial,Y,0,0,NA
95928,10,2017,Gas- Commercial,N,1035,100841,97
95928,11,2017,Gas- Commercial,Y,1073,164294,153
95928,12,2017,Gas- Commercial,Y,2061,553441,269
95932,10,2017,Gas- Commercial,Y,0,0,NA
95932,11,2017,Gas- Commercial,Y,576,116382,202
95932,12,2017,Gas- Commercial,Y,446,139837,314
95937,10,2017,Gas- Commercial,Y,0,0,NA
95937,11,2017,Gas- Commercial,Y,0,0,NA
95937,12,2017,Gas- Commercial,Y,0,0,NA
95938,10,2017,Gas- Commercial,Y,0,0,NA
95938,11,2017,Gas- Commercial,Y,70,4703,67
95938,12,2017,Gas- Commercial,Y,70,8919,127
95943,10,2017,Gas- Commercial,Y,0,0,NA
95943,11,2017,Gas- Commercial,Y,0,0,NA
95943,12,2017,Gas- Commercial,Y,0,0,NA
95945,10,2017,Gas- Commercial,Y,1203,139083,116
95945,11,2017,Gas- Commercial,Y,791,159733,202
95945,12,2017,Gas- Commercial,N,790,206647,262
95946,10,2017,Gas- Commercial,Y,0,0,NA
95946,11,2017,Gas- Commercial,Y,0,0,NA
95946,12,2017,Gas- Commercial,Y,0,0,NA
95948,10,2017,Gas- Commercial,Y,0,0,NA
95948,11,2017,Gas- Commercial,Y,0,0,NA
95948,12,2017,Gas- Commercial,Y,0,0,NA
95949,10,2017,Gas- Commercial,Y,0,0,NA
95949,11,2017,Gas- Commercial,Y,0,0,NA
95949,12,2017,Gas- Commercial,Y,135,39738,294
95951,10,2017,Gas- Commercial,Y,0,0,NA
95951,11,2017,Gas- Commercial,Y,0,0,NA
95951,12,2017,Gas- Commercial,Y,0,0,NA
95953,10,2017,Gas- Commercial,Y,0,0,NA
95953,11,2017,Gas- Commercial,Y,0,0,NA
95953,12,2017,Gas- Commercial,Y,0,0,NA
95955,10,2017,Gas- Commercial,Y,0,0,NA
95955,11,2017,Gas- Commercial,Y,0,0,NA
95955,12,2017,Gas- Commercial,Y,0,0,NA
95957,10,2017,Gas- Commercial,Y,0,0,NA
95957,11,2017,Gas- Commercial,Y,0,0,NA
95957,12,2017,Gas- Commercial,Y,0,0,NA
95959,10,2017,Gas- Commercial,Y,0,0,NA
95959,11,2017,Gas- Commercial,N,324,60903,188
95959,12,2017,Gas- Commercial,N,324,89628,277
95961,10,2017,Gas- Commercial,Y,0,0,NA
95961,11,2017,Gas- Commercial,N,100,19954,200
95961,12,2017,Gas- Commercial,Y,0,0,NA
95963,10,2017,Gas- Commercial,Y,0,0,NA
95963,11,2017,Gas- Commercial,Y,597,112925,189
95963,12,2017,Gas- Commercial,Y,599,162436,271
95965,10,2017,Gas- Commercial,Y,0,0,NA
95965,11,2017,Gas- Commercial,Y,0,0,NA
95965,12,2017,Gas- Commercial,Y,0,0,NA
95966,10,2017,Gas- Commercial,Y,0,0,NA
95966,11,2017,Gas- Commercial,Y,0,0,NA
95966,12,2017,Gas- Commercial,Y,291,81465,280
95968,10,2017,Gas- Commercial,Y,0,0,NA
95968,11,2017,Gas- Commercial,Y,0,0,NA
95968,12,2017,Gas- Commercial,Y,0,0,NA
95969,10,2017,Gas- Commercial,Y,1272,177755,140
95969,11,2017,Gas- Commercial,Y,830,141993,171
95969,12,2017,Gas- Commercial,Y,830,217473,262
95970,10,2017,Gas- Commercial,Y,0,0,NA
95970,11,2017,Gas- Commercial,Y,0,0,NA
95970,12,2017,Gas- Commercial,Y,0,0,NA
95973,10,2017,Gas- Commercial,Y,0,0,NA
95973,11,2017,Gas- Commercial,Y,0,0,NA
95973,12,2017,Gas- Commercial,N,444,80774,182
95975,10,2017,Gas- Commercial,Y,0,0,NA
95975,11,2017,Gas- Commercial,Y,0,0,NA
95975,12,2017,Gas- Commercial,Y,0,0,NA
95982,10,2017,Gas- Commercial,Y,0,0,NA
95982,11,2017,Gas- Commercial,Y,0,0,NA
95982,12,2017,Gas- Commercial,Y,0,0,NA
95987,10,2017,Gas- Commercial,Y,0,0,NA
95987,11,2017,Gas- Commercial,Y,0,0,NA
95987,12,2017,Gas- Commercial,Y,157,45954,293
95988,10,2017,Gas- Commercial,Y,0,0,NA
95988,11,2017,Gas- Commercial,Y,0,0,NA
95988,12,2017,Gas- Commercial,Y,0,0,NA
95991,10,2017,Gas- Commercial,Y,1531,256851,168
95991,11,2017,Gas- Commercial,N,933,161523,173
95991,12,2017,Gas- Commercial,N,935,258024,276
95993,10,2017,Gas- Commercial,Y,923,186015,202
95993,11,2017,Gas- Commercial,Y,521,83446,160
95993,12,2017,Gas- Commercial,Y,509,153925,302
96001,10,2017,Gas- Commercial,N,765,72978,95
96001,11,2017,Gas- Commercial,N,781,146193,187
96001,12,2017,Gas- Commercial,N,782,206397,264
96002,10,2017,Gas- Commercial,N,790,76460,97
96002,11,2017,Gas- Commercial,N,802,131636,164
96002,12,2017,Gas- Commercial,N,804,195131,243
96003,10,2017,Gas- Commercial,N,497,56038,113
96003,11,2017,Gas- Commercial,Y,598,113914,190
96003,12,2017,Gas- Commercial,Y,605,157749,261
96007,10,2017,Gas- Commercial,Y,365,28757,79
96007,11,2017,Gas- Commercial,Y,368,53845,146
96007,12,2017,Gas- Commercial,Y,369,86687,235
96013,10,2017,Gas- Commercial,Y,202,29373,145
96013,11,2017,Gas- Commercial,Y,204,50781,249
96013,12,2017,Gas- Commercial,Y,203,76965,379
96019,10,2017,Gas- Commercial,N,90,7384,82
96019,11,2017,Gas- Commercial,Y,0,0,NA
96019,12,2017,Gas- Commercial,Y,0,0,NA
96021,10,2017,Gas- Commercial,Y,0,0,NA
96021,11,2017,Gas- Commercial,Y,0,0,NA
96021,12,2017,Gas- Commercial,Y,0,0,NA
96022,10,2017,Gas- Commercial,Y,0,0,NA
96022,11,2017,Gas- Commercial,N,83,6314,76
96022,12,2017,Gas- Commercial,Y,0,0,NA
96028,10,2017,Gas- Commercial,Y,0,0,NA
96028,11,2017,Gas- Commercial,Y,0,0,NA
96028,12,2017,Gas- Commercial,Y,0,0,NA
96035,10,2017,Gas- Commercial,Y,0,0,NA
96035,11,2017,Gas- Commercial,Y,0,0,NA
96035,12,2017,Gas- Commercial,Y,0,0,NA
96056,10,2017,Gas- Commercial,Y,0,0,NA
96056,11,2017,Gas- Commercial,Y,0,0,NA
96056,12,2017,Gas- Commercial,Y,0,0,NA
96076,10,2017,Gas- Commercial,Y,0,0,NA
96076,11,2017,Gas- Commercial,Y,0,0,NA
96076,12,2017,Gas- Commercial,Y,0,0,NA
96080,10,2017,Gas- Commercial,Y,788,91019,116
96080,11,2017,Gas- Commercial,Y,521,96253,185
96080,12,2017,Gas- Commercial,Y,610,169988,279
96088,10,2017,Gas- Commercial,Y,0,0,NA
96088,11,2017,Gas- Commercial,Y,0,0,NA
96088,12,2017,Gas- Commercial,Y,0,0,NA
92304,10,2017,Gas- Residential,Y,0,0,NA
92304,11,2017,Gas- Residential,Y,0,0,NA
92304,12,2017,Gas- Residential,Y,0,0,NA
92365,10,2017,Gas- Residential,Y,0,0,NA
92365,11,2017,Gas- Residential,Y,0,0,NA
92365,12,2017,Gas- Residential,Y,0,0,NA
93203,10,2017,Gas- Residential,Y,0,0,NA
93203,11,2017,Gas- Residential,Y,0,0,NA
93203,12,2017,Gas- Residential,Y,0,0,NA
93204,10,2017,Gas- Residential,N,2264,45907,20
93204,11,2017,Gas- Residential,N,2260,60278,27
93204,12,2017,Gas- Residential,N,2262,116254,51
93210,10,2017,Gas- Residential,Y,0,0,NA
93210,11,2017,Gas- Residential,Y,0,0,NA
93210,12,2017,Gas- Residential,Y,0,0,NA
93224,10,2017,Gas- Residential,Y,0,0,NA
93224,11,2017,Gas- Residential,Y,0,0,NA
93224,12,2017,Gas- Residential,Y,0,0,NA
93234,10,2017,Gas- Residential,Y,1417,29179,21
93234,11,2017,Gas- Residential,Y,1412,36022,26
93234,12,2017,Gas- Residential,Y,1415,60921,43
93239,10,2017,Gas- Residential,N,327,6194,19
93239,11,2017,Gas- Residential,N,326,8110,25
93239,12,2017,Gas- Residential,N,324,17072,53
93252,10,2017,Gas- Residential,N,379,7059,19
93252,11,2017,Gas- Residential,N,381,10595,28
93252,12,2017,Gas- Residential,N,383,23031,60
93263,10,2017,Gas- Residential,Y,0,0,NA
93263,11,2017,Gas- Residential,Y,0,0,NA
93263,12,2017,Gas- Residential,Y,0,0,NA
93268,10,2017,Gas- Residential,Y,4727,100649,21
93268,11,2017,Gas- Residential,Y,4732,136248,29
93268,12,2017,Gas- Residential,Y,4733,306580,65
93301,10,2017,Gas- Residential,N,4985,91865,18
93301,11,2017,Gas- Residential,N,5000,156227,31
93301,12,2017,Gas- Residential,N,4970,351351,71
93304,10,2017,Gas- Residential,N,14826,317719,21
93304,11,2017,Gas- Residential,N,14820,460948,31
93304,12,2017,Gas- Residential,N,14828,1133566,76
93305,10,2017,Gas- Residential,N,10541,221808,21
93305,11,2017,Gas- Residential,N,10519,331501,32
93305,12,2017,Gas- Residential,N,10492,716739,68
93306,10,2017,Gas- Residential,N,20599,402078,20
93306,11,2017,Gas- Residential,N,20625,581672,28
93306,12,2017,Gas- Residential,N,20612,1451949,70
93307,10,2017,Gas- Residential,Y,19971,441722,22
93307,11,2017,Gas- Residential,Y,19996,570074,29
93307,12,2017,Gas- Residential,Y,19975,1255082,63
93308,10,2017,Gas- Residential,N,5890,125610,21
93308,11,2017,Gas- Residential,N,5865,179538,31
93308,12,2017,Gas- Residential,N,5874,395337,67
93309,10,2017,Gas- Residential,Y,12228,215367,18
93309,11,2017,Gas- Residential,Y,12215,319109,26
93309,12,2017,Gas- Residential,Y,12189,851366,70
93311,10,2017,Gas- Residential,N,9101,169200,19
93311,11,2017,Gas- Residential,N,9139,258466,28
93311,12,2017,Gas- Residential,N,9138,742993,81
93312,10,2017,Gas- Residential,Y,0,0,NA
93312,11,2017,Gas- Residential,Y,0,0,NA
93312,12,2017,Gas- Residential,Y,0,0,NA
93313,10,2017,Gas- Residential,N,14375,283145,20
93313,11,2017,Gas- Residential,N,14389,387641,27
93313,12,2017,Gas- Residential,N,14403,1027956,71
93314,10,2017,Gas- Residential,Y,1215,21492,18
93314,11,2017,Gas- Residential,Y,1213,32393,27
93314,12,2017,Gas- Residential,Y,1239,101820,82
93446,10,2017,Gas- Residential,Y,0,0,NA
93446,11,2017,Gas- Residential,Y,0,0,NA
93446,12,2017,Gas- Residential,Y,0,0,NA
93450,10,2017,Gas- Residential,N,123,3069,25
93450,11,2017,Gas- Residential,N,123,4028,33
93450,12,2017,Gas- Residential,N,122,6333,52
93451,10,2017,Gas- Residential,Y,0,0,NA
93451,11,2017,Gas- Residential,Y,0,0,NA
93451,12,2017,Gas- Residential,Y,0,0,NA
93455,10,2017,Gas- Residential,Y,0,0,NA
93455,11,2017,Gas- Residential,Y,0,0,NA
93455,12,2017,Gas- Residential,Y,0,0,NA
93461,10,2017,Gas- Residential,Y,321,7143,22
93461,11,2017,Gas- Residential,Y,321,11626,36
93461,12,2017,Gas- Residential,Y,319,21508,67
93465,10,2017,Gas- Residential,Y,0,0,NA
93465,11,2017,Gas- Residential,Y,0,0,NA
93465,12,2017,Gas- Residential,Y,0,0,NA
93516,10,2017,Gas- Residential,Y,718,17205,24
93516,11,2017,Gas- Residential,Y,715,28857,40
93516,12,2017,Gas- Residential,Y,721,61821,86
93523,10,2017,Gas- Residential,N,382,7400,19
93523,11,2017,Gas- Residential,N,380,12401,33
93523,12,2017,Gas- Residential,N,383,28316,74
93526,10,2017,Gas- Residential,Y,0,0,NA
93526,11,2017,Gas- Residential,Y,0,0,NA
93526,12,2017,Gas- Residential,Y,0,0,NA
93555,10,2017,Gas- Residential,N,12134,189701,16
93555,11,2017,Gas- Residential,N,12158,329647,27
93555,12,2017,Gas- Residential,N,12177,857421,70
93561,10,2017,Gas- Residential,N,1399,48223,34
93561,11,2017,Gas- Residential,N,1399,77692,56
93561,12,2017,Gas- Residential,N,1401,113406,81
93562,10,2017,Gas- Residential,N,673,9948,15
93562,11,2017,Gas- Residential,N,679,16584,24
93562,12,2017,Gas- Residential,N,682,43896,64
93606,10,2017,Gas- Residential,N,278,6111,22
93606,11,2017,Gas- Residential,N,279,8425,30
93606,12,2017,Gas- Residential,N,280,16398,59
93608,10,2017,Gas- Residential,Y,0,0,NA
93608,11,2017,Gas- Residential,Y,0,0,NA
93608,12,2017,Gas- Residential,Y,0,0,NA
93610,10,2017,Gas- Residential,N,4136,78080,19
93610,11,2017,Gas- Residential,N,4145,125611,30
93610,12,2017,Gas- Residential,N,4163,289642,70
93611,10,2017,Gas- Residential,N,15722,286965,18
93611,11,2017,Gas- Residential,N,15762,483934,31
93611,12,2017,Gas- Residential,N,15750,1274666,81
93612,10,2017,Gas- Residential,N,13557,213840,16
93612,11,2017,Gas- Residential,N,13570,339544,25
93612,12,2017,Gas- Residential,N,13553,803360,59
93616,10,2017,Gas- Residential,Y,0,0,NA
93616,11,2017,Gas- Residential,Y,0,0,NA
93616,12,2017,Gas- Residential,Y,0,0,NA
93619,10,2017,Gas- Residential,N,8924,152511,17
93619,11,2017,Gas- Residential,N,8998,256395,28
93619,12,2017,Gas- Residential,N,9059,734322,81
93620,10,2017,Gas- Residential,N,2157,40696,19
93620,11,2017,Gas- Residential,N,2161,62757,29
93620,12,2017,Gas- Residential,N,2158,138583,64
93622,10,2017,Gas- Residential,N,2066,41552,20
93622,11,2017,Gas- Residential,N,2064,57380,28
93622,12,2017,Gas- Residential,N,2061,120582,59
93625,10,2017,Gas- Residential,Y,1743,33643,19
93625,11,2017,Gas- Residential,Y,1751,55417,32
93625,12,2017,Gas- Residential,Y,1750,134505,77
93627,10,2017,Gas- Residential,Y,0,0,NA
93627,11,2017,Gas- Residential,Y,0,0,NA
93627,12,2017,Gas- Residential,Y,0,0,NA
93630,10,2017,Gas- Residential,N,4296,75274,18
93630,11,2017,Gas- Residential,N,4301,114709,27
93630,12,2017,Gas- Residential,N,4297,266866,62
93635,10,2017,Gas- Residential,N,11478,216981,19
93635,11,2017,Gas- Residential,N,11508,326941,28
93635,12,2017,Gas- Residential,N,11528,757586,66
93636,10,2017,Gas- Residential,Y,0,0,NA
93636,11,2017,Gas- Residential,Y,0,0,NA
93636,12,2017,Gas- Residential,Y,0,0,NA
93637,10,2017,Gas- Residential,N,10165,183064,18
93637,11,2017,Gas- Residential,N,10171,294814,29
93637,12,2017,Gas- Residential,N,10189,693438,68
93638,10,2017,Gas- Residential,N,8123,156999,19
93638,11,2017,Gas- Residential,N,8137,209927,26
93638,12,2017,Gas- Residential,N,8140,403799,50
93640,10,2017,Gas- Residential,N,2456,62475,25
93640,11,2017,Gas- Residential,N,2459,73278,30
93640,12,2017,Gas- Residential,N,2462,122833,50
93650,10,2017,Gas- Residential,N,1064,19950,19
93650,11,2017,Gas- Residential,N,1062,32121,30
93650,12,2017,Gas- Residential,N,1066,68539,64
93657,10,2017,Gas- Residential,Y,7424,142856,19
93657,11,2017,Gas- Residential,Y,7426,209329,28
93657,12,2017,Gas- Residential,Y,7442,477797,64
93660,10,2017,Gas- Residential,Y,958,19642,21
93660,11,2017,Gas- Residential,Y,956,24310,25
93660,12,2017,Gas- Residential,Y,954,44319,46
93662,10,2017,Gas- Residential,N,5913,116727,20
93662,11,2017,Gas- Residential,N,5918,175638,30
93662,12,2017,Gas- Residential,N,5928,382053,64
93665,10,2017,Gas- Residential,N,183,4082,22
93665,11,2017,Gas- Residential,N,181,5706,32
93665,12,2017,Gas- Residential,N,179,11055,62
93667,10,2017,Gas- Residential,Y,0,0,NA
93667,11,2017,Gas- Residential,Y,0,0,NA
93667,12,2017,Gas- Residential,Y,0,0,NA
93668,10,2017,Gas- Residential,N,198,3346,17
93668,11,2017,Gas- Residential,N,198,4949,25
93668,12,2017,Gas- Residential,N,196,11757,60
93701,10,2017,Gas- Residential,N,3392,65926,19
93701,11,2017,Gas- Residential,N,3399,88824,26
93701,12,2017,Gas- Residential,N,3395,169445,50
93702,10,2017,Gas- Residential,N,11433,238803,21
93702,11,2017,Gas- Residential,N,11429,328840,29
93702,12,2017,Gas- Residential,N,11419,668310,59
93703,10,2017,Gas- Residential,N,9573,188168,20
93703,11,2017,Gas- Residential,N,9576,297714,31
93703,12,2017,Gas- Residential,N,9556,636768,67
93704,10,2017,Gas- Residential,N,11245,209630,19
93704,11,2017,Gas- Residential,N,11250,380126,34
93704,12,2017,Gas- Residential,N,11251,914826,81
93705,10,2017,Gas- Residential,N,11834,228774,19
93705,11,2017,Gas- Residential,N,11839,354350,30
93705,12,2017,Gas- Residential,N,11821,805371,68
93706,10,2017,Gas- Residential,N,8166,173269,21
93706,11,2017,Gas- Residential,N,8188,271904,33
93706,12,2017,Gas- Residential,N,8191,522513,64
93710,10,2017,Gas- Residential,N,10768,177915,17
93710,11,2017,Gas- Residential,N,10768,294445,27
93710,12,2017,Gas- Residential,N,10738,678450,63
93711,10,2017,Gas- Residential,N,15315,323660,21
93711,11,2017,Gas- Residential,N,15297,589765,39
93711,12,2017,Gas- Residential,N,15299,1465700,96
93720,10,2017,Gas- Residential,N,17585,317561,18
93720,11,2017,Gas- Residential,N,17588,548844,31
93720,12,2017,Gas- Residential,N,17606,1433280,81
93721,10,2017,Gas- Residential,N,1407,27455,20
93721,11,2017,Gas- Residential,N,1406,31134,22
93721,12,2017,Gas- Residential,N,1404,62109,44
93722,10,2017,Gas- Residential,N,25549,451366,18
93722,11,2017,Gas- Residential,N,25550,707791,28
93722,12,2017,Gas- Residential,N,25549,1690448,66
93723,10,2017,Gas- Residential,N,2387,42684,18
93723,11,2017,Gas- Residential,N,2398,70845,30
93723,12,2017,Gas- Residential,N,2394,186562,78
93725,10,2017,Gas- Residential,N,5143,101525,20
93725,11,2017,Gas- Residential,N,5148,145496,28
93725,12,2017,Gas- Residential,N,5151,311294,60
93726,10,2017,Gas- Residential,N,13907,254301,18
93726,11,2017,Gas- Residential,N,13902,400264,29
93726,12,2017,Gas- Residential,N,13847,896325,65
93727,10,2017,Gas- Residential,N,21728,392574,18
93727,11,2017,Gas- Residential,N,21746,621374,29
93727,12,2017,Gas- Residential,N,21784,1497824,69
93728,10,2017,Gas- Residential,N,5190,99389,19
93728,11,2017,Gas- Residential,N,5176,166212,32
93728,12,2017,Gas- Residential,N,5162,377178,73
93730,10,2017,Gas- Residential,Y,4112,80123,19
93730,11,2017,Gas- Residential,Y,4146,146695,35
93730,12,2017,Gas- Residential,Y,4165,406407,98
93737,10,2017,Gas- Residential,N,776,11104,14
93737,11,2017,Gas- Residential,N,778,16758,22
93737,12,2017,Gas- Residential,N,780,50249,64
93901,10,2017,Gas- Residential,N,9022,228983,25
93901,11,2017,Gas- Residential,N,9010,309408,34
93901,12,2017,Gas- Residential,N,9006,535499,59
93905,10,2017,Gas- Residential,N,12055,335226,28
93905,11,2017,Gas- Residential,N,12050,367176,30
93905,12,2017,Gas- Residential,N,12053,465124,39
93906,10,2017,Gas- Residential,N,15573,392725,25
93906,11,2017,Gas- Residential,N,15581,477231,31
93906,12,2017,Gas- Residential,N,15591,715646,46
93907,10,2017,Gas- Residential,N,4983,122984,25
93907,11,2017,Gas- Residential,N,4998,165205,33
93907,12,2017,Gas- Residential,N,5008,263391,53
93908,10,2017,Gas- Residential,N,3040,108568,36
93908,11,2017,Gas- Residential,N,3042,171515,56
93908,12,2017,Gas- Residential,N,3046,321881,106
93920,10,2017,Gas- Residential,Y,0,0,NA
93920,11,2017,Gas- Residential,Y,0,0,NA
93920,12,2017,Gas- Residential,Y,0,0,NA
93921,10,2017,Gas- Residential,N,1660,53815,32
93921,11,2017,Gas- Residential,N,1658,76089,46
93921,12,2017,Gas- Residential,N,1659,116789,70
93923,10,2017,Gas- Residential,N,5410,220173,41
93923,11,2017,Gas- Residential,N,5406,323833,60
93923,12,2017,Gas- Residential,N,5405,507070,94
93924,10,2017,Gas- Residential,N,1453,54922,38
93924,11,2017,Gas- Residential,N,1455,88785,61
93924,12,2017,Gas- Residential,N,1453,140663,97
93925,10,2017,Gas- Residential,N,241,6908,29
93925,11,2017,Gas- Residential,N,240,7755,32
93925,12,2017,Gas- Residential,N,241,10298,43
93926,10,2017,Gas- Residential,N,2008,53962,27
93926,11,2017,Gas- Residential,N,2005,64414,32
93926,12,2017,Gas- Residential,N,2003,95805,48
93927,10,2017,Gas- Residential,Y,3877,102133,26
93927,11,2017,Gas- Residential,Y,3881,119852,31
93927,12,2017,Gas- Residential,Y,3874,174504,45
93930,10,2017,Gas- Residential,Y,3458,90282,26
93930,11,2017,Gas- Residential,Y,3460,111211,32
93930,12,2017,Gas- Residential,Y,3471,183294,53
93933,10,2017,Gas- Residential,N,7823,183967,24
93933,11,2017,Gas- Residential,N,7843,236331,30
93933,12,2017,Gas- Residential,N,7864,409072,52
93940,10,2017,Gas- Residential,Y,11289,322182,29
93940,11,2017,Gas- Residential,Y,11319,433625,38
93940,12,2017,Gas- Residential,Y,11292,699791,62
93943,10,2017,Gas- Residential,Y,0,0,NA
93943,11,2017,Gas- Residential,Y,0,0,NA
93943,12,2017,Gas- Residential,Y,0,0,NA
93950,10,2017,Gas- Residential,N,6847,198900,29
93950,11,2017,Gas- Residential,N,6834,252747,37
93950,12,2017,Gas- Residential,N,6826,398101,58
93953,10,2017,Gas- Residential,N,2687,142814,53
93953,11,2017,Gas- Residential,N,2684,188124,70
93953,12,2017,Gas- Residential,N,2685,289248,108
93955,10,2017,Gas- Residential,N,8623,236938,27
93955,11,2017,Gas- Residential,N,8621,299849,35
93955,12,2017,Gas- Residential,N,8634,474566,55
93960,10,2017,Gas- Residential,N,4105,105009,26
93960,11,2017,Gas- Residential,N,4115,123661,30
93960,12,2017,Gas- Residential,N,4117,187876,46
93962,10,2017,Gas- Residential,N,271,7770,29
93962,11,2017,Gas- Residential,N,269,10641,40
93962,12,2017,Gas- Residential,N,266,18313,69
94002,10,2017,Gas- Residential,N,9402,241569,26
94002,11,2017,Gas- Residential,N,9411,412666,44
94002,12,2017,Gas- Residential,N,9398,699894,74
94005,10,2017,Gas- Residential,N,1705,45434,27
94005,11,2017,Gas- Residential,N,1708,58304,34
94005,12,2017,Gas- Residential,N,1711,95685,56
94010,10,2017,Gas- Residential,N,14374,587267,41
94010,11,2017,Gas- Residential,N,14376,915087,64
94010,12,2017,Gas- Residential,N,14356,1555573,108
94014,10,2017,Gas- Residential,N,11750,304101,26
94014,11,2017,Gas- Residential,N,11770,372675,32
94014,12,2017,Gas- Residential,N,11774,538085,46
94015,10,2017,Gas- Residential,N,15264,434197,28
94015,11,2017,Gas- Residential,N,15285,546704,36
94015,12,2017,Gas- Residential,N,15281,804775,53
94018,10,2017,Gas- Residential,N,1640,43924,27
94018,11,2017,Gas- Residential,N,1642,61105,37
94018,12,2017,Gas- Residential,N,1640,88022,54
94019,10,2017,Gas- Residential,N,4015,144948,36
94019,11,2017,Gas- Residential,N,4015,182486,45
94019,12,2017,Gas- Residential,N,4015,258919,64
94020,10,2017,Gas- Residential,Y,0,0,NA
94020,11,2017,Gas- Residential,Y,0,0,NA
94020,12,2017,Gas- Residential,Y,0,0,NA
94022,10,2017,Gas- Residential,N,6635,269163,41
94022,11,2017,Gas- Residential,N,6647,488239,73
94022,12,2017,Gas- Residential,N,6651,898024,135
94024,10,2017,Gas- Residential,N,7567,266671,35
94024,11,2017,Gas- Residential,N,7571,504017,67
94024,12,2017,Gas- Residential,N,7575,948519,125
94025,10,2017,Gas- Residential,N,14492,463720,32
94025,11,2017,Gas- Residential,N,14511,776276,53
94025,12,2017,Gas- Residential,N,14490,1402468,97
94027,10,2017,Gas- Residential,N,2363,255291,108
94027,11,2017,Gas- Residential,N,2357,361858,154
94027,12,2017,Gas- Residential,N,2355,600434,255
94028,10,2017,Gas- Residential,N,2239,116568,52
94028,11,2017,Gas- Residential,N,2241,212351,95
94028,12,2017,Gas- Residential,N,2244,350406,156
94030,10,2017,Gas- Residential,N,7204,184434,26
94030,11,2017,Gas- Residential,N,7216,301575,42
94030,12,2017,Gas- Residential,N,7231,519183,72
94037,10,2017,Gas- Residential,N,779,25772,33
94037,11,2017,Gas- Residential,N,778,33976,44
94037,12,2017,Gas- Residential,N,780,49436,63
94038,10,2017,Gas- Residential,N,600,23177,39
94038,11,2017,Gas- Residential,N,600,29243,49
94038,12,2017,Gas- Residential,N,599,39712,66
94040,10,2017,Gas- Residential,N,9814,264685,27
94040,11,2017,Gas- Residential,N,9830,422993,43
94040,12,2017,Gas- Residential,N,9844,755330,77
94041,10,2017,Gas- Residential,N,5228,114453,22
94041,11,2017,Gas- Residential,N,5223,181523,35
94041,12,2017,Gas- Residential,N,5233,325286,62
94043,10,2017,Gas- Residential,N,8386,211517,25
94043,11,2017,Gas- Residential,N,8414,314461,37
94043,12,2017,Gas- Residential,N,8424,550207,65
94044,10,2017,Gas- Residential,N,12572,355187,28
94044,11,2017,Gas- Residential,N,12587,471826,37
94044,12,2017,Gas- Residential,N,12586,692080,55
94061,10,2017,Gas- Residential,N,12238,287917,24
94061,11,2017,Gas- Residential,N,12244,484702,40
94061,12,2017,Gas- Residential,N,12247,893600,73
94062,10,2017,Gas- Residential,N,8595,336571,39
94062,11,2017,Gas- Residential,N,8594,577774,67
94062,12,2017,Gas- Residential,N,8599,1006843,117
94063,10,2017,Gas- Residential,N,6861,172726,25
94063,11,2017,Gas- Residential,N,6864,235539,34
94063,12,2017,Gas- Residential,N,6848,399139,58
